file_name,date,location,win_start_time,win_end_time,n_freq_channels,sample_interval_s,freq_min_mhz,freq_max_mhz,n_cols,n_boxes,excluded,exclude_reason,offclass_types
win-Arecibo-Observatory-20211010-122405.npy,20211010,Arecibo-Observatory,12:24:05,12:39:05,200,0.25,5.0,119.93800354003906,3600,0,False,,
win-Arecibo-Observatory-20211010-123905.npy,20211010,Arecibo-Observatory,12:39:05,12:54:05,200,0.25,5.0,119.93800354003906,3600,0,False,,
win-Arecibo-Observatory-20211010-125405.npy,20211010,Arecibo-Observatory,12:54:05,12:59:57,200,0.25,5.0,119.93800354003906,1410,1,True,all_boxes_review_discard,
win-Arecibo-Observatory-20211010-125407.npy,20211010,Arecibo-Observatory,12:54:07,13:09:07,200,0.25,5.0,119.93800354003906,3600,1,True,all_boxes_review_discard,
win-Arecibo-Observatory-20211010-130907.npy,20211010,Arecibo-Observatory,13:09:07,13:24:07,200,0.25,5.0,119.93800354003906,3600,0,False,,
win-Arecibo-Observatory-20211010-132407.npy,20211010,Arecibo-Observatory,13:24:07,13:39:07,200,0.25,5.0,119.93800354003906,3600,0,False,,
win-Arecibo-Observatory-20211010-142407.npy,20211010,Arecibo-Observatory,14:24:07,14:39:07,200,0.25,5.0,119.93800354003906,3600,0,False,,
win-Arecibo-Observatory-20211010-143907.npy,20211010,Arecibo-Observatory,14:39:07,14:54:07,200,0.25,5.0,119.93800354003906,3600,0,False,,
win-Arecibo-Observatory-20211010-145407.npy,20211010,Arecibo-Observatory,14:54:07,15:09:07,200,0.25,5.0,119.93800354003906,3600,1,True,all_boxes_review_discard,
win-Arecibo-Observatory-20211010-150907.npy,20211010,Arecibo-Observatory,15:09:07,15:24:07,200,0.25,5.0,119.93800354003906,3600,0,False,,
win-Arecibo-Observatory-20211010-152407.npy,20211010,Arecibo-Observatory,15:24:07,15:39:07,200,0.25,5.0,119.93800354003906,3600,0,False,,
win-Arecibo-Observatory-20211013-111500.npy,20211013,Arecibo-Observatory,11:15:00,11:30:00,200,0.25,5.0,119.93800354003906,3600,0,False,,
win-Arecibo-Observatory-20211013-113000.npy,20211013,Arecibo-Observatory,11:30:00,11:45:00,200,0.25,5.0,119.93800354003906,3600,0,False,,
win-Arecibo-Observatory-20211013-114500.npy,20211013,Arecibo-Observatory,11:45:00,12:00:00,200,0.25,5.0,119.93800354003906,3600,1,True,all_boxes_review_discard,
win-Arecibo-Observatory-20211013-120000.npy,20211013,Arecibo-Observatory,12:00:00,12:06:07,200,0.25,5.0,119.93800354003906,1469,0,False,,
win-Arecibo-Observatory-20211023-143001.npy,20211023,Arecibo-Observatory,14:30:01,14:45:01,200,0.25,5.0,119.93800354003906,3600,0,False,,
win-Arecibo-Observatory-20211023-144501.npy,20211023,Arecibo-Observatory,14:45:01,14:59:58,200,0.25,5.0,119.93800354003906,3588,0,False,,
win-Arecibo-Observatory-20211023-150000.npy,20211023,Arecibo-Observatory,15:00:00,15:15:00,200,0.25,5.0,119.93800354003906,3600,1,True,all_boxes_review_discard,
win-Arecibo-Observatory-20211023-151500.npy,20211023,Arecibo-Observatory,15:15:00,15:30:00,200,0.25,5.0,119.93800354003906,3600,0,False,,
win-Arecibo-Observatory-20211023-153000.npy,20211023,Arecibo-Observatory,15:30:00,15:45:00,200,0.25,5.0,119.93800354003906,3600,0,False,,
win-Arecibo-Observatory-20211025-173000.npy,20211025,Arecibo-Observatory,17:30:00,17:45:00,200,0.25,5.0,119.93800354003906,3600,0,False,,
