file_name,date,location,start_time,end_time,type,event_start_time,event_end_time,other_stations,uncertain,freq_min_mhz,freq_max_mhz,n_freq_channels,sample_interval_s
burst-Arecibo-Observatory-10-10-2021-125500-125600-typeIII.npy,20211010,Arecibo-Observatory,12:54:00,12:57:00,III,12:55:00,12:56:00,"(ALGERIA-CRAAG),(AUSTRIA-OE3FLB),AUSTRIA-UNIGRAZ,Arecibo-Observatory,BIR,EGYPT-Alexandria,GLASGOW,HUMAIN,(HURBANOVO),MRO,POLAND-Grotniki,SOUTHAFRICA-SANSA,SPAIN-PERALEJOS,SWISS-HB9SCT,SWISS-HEITERSWIL,SWISS-IRSOL,SWISS-Landschlacht,SWISS-MUHEN",False,5.0,119.93800354003906,200,0.25
burst-Arecibo-Observatory-10-10-2021-150000-150000-typeIII.npy,20211010,Arecibo-Observatory,14:59:00,15:01:00,III,15:00:00,15:00:00,"AUSTRIA-UNIGRAZ,Arecibo-Observatory,BIR,GLASGOW,HUMAIN,SWISS-HEITERSWIL,SWISS-Landschlacht",False,5.0,119.93800354003906,200,0.25
nonburst-Arecibo-Observatory-10-10-2021-144001.npy,20211010,Arecibo-Observatory,14:40:01,14:42:01,0,,,,False,5.0,119.93800354003906,200,0.25
nonburst-Arecibo-Observatory-10-10-2021-151010.npy,20211010,Arecibo-Observatory,15:10:10,15:12:10,0,,,,False,5.0,119.93800354003906,200,0.25
burst-Arecibo-Observatory-10-13-2021-115100-115200-typeIII.npy,20211013,Arecibo-Observatory,11:50:00,11:53:00,III,11:51:00,11:52:00,"Arecibo-Observatory,BIR,HUMAIN,INDIA-UDAIPUR,SWISS-HEITERSWIL,SWISS-Landschlacht",False,5.0,119.93800354003906,200,0.25
nonburst-Arecibo-Observatory-10-13-2021-110534.npy,20211013,Arecibo-Observatory,11:05:34,11:06:34,0,,,,False,5.0,119.93800354003906,200,0.25
nonburst-Arecibo-Observatory-10-13-2021-150424.npy,20211013,Arecibo-Observatory,15:04:24,15:10:24,0,,,,False,5.0,119.93800354003906,200,0.25
burst-Arecibo-Observatory-10-23-2021-151000-151300-typeIII.npy,20211023,Arecibo-Observatory,15:09:00,15:14:00,III,15:10:00,15:13:00,"AUSTRIA-UNIGRAZ,Arecibo-Observatory,BIR,GLASGOW,HUMAIN,(MEXART),SWISS-HEITERSWIL,(SWISS-IRSOL),SWISS-Landschlacht,(SWISS-MUHEN)",False,5.0,119.93800354003906,200,0.25
nonburst-Arecibo-Observatory-10-23-2021-144907.npy,20211023,Arecibo-Observatory,14:49:07,14:57:07,0,,,,False,5.0,119.93800354003906,200,0.25
nonburst-Arecibo-Observatory-10-23-2021-203426.npy,20211023,Arecibo-Observatory,20:34:26,20:37:26,0,,,,False,5.0,119.93800354003906,200,0.25
burst-Arecibo-Observatory-10-25-2021-180500-180500-typeIII.npy,20211025,Arecibo-Observatory,18:04:00,18:06:00,III,18:05:00,18:05:00,"ALASKA-HAARP,Arecibo-Observatory",False,5.0,119.93800354003906,200,0.25
nonburst-Arecibo-Observatory-10-25-2021-150306.npy,20211025,Arecibo-Observatory,15:03:06,15:07:06,0,,,,False,5.0,119.93800354003906,200,0.25
nonburst-Arecibo-Observatory-10-25-2021-121227.npy,20211025,Arecibo-Observatory,12:12:27,12:27:27,0,,,,False,5.0,119.93800354003906,200,0.25
burst-Arecibo-Observatory-10-26-2021-140600-141300-typeIII.npy,20211026,Arecibo-Observatory,14:05:00,14:14:00,III,14:06:00,14:13:00,"ALGERIA-CRAAG,AUSTRIA-UNIGRAZ,Arecibo-Observatory,BIR,EGYPT-Alexandria,GLASGOW,HUMAIN,HURBANOVO,MEXART,MRO,POLAND-Grotniki,(SOUTHAFRICA-SANSA),SPAIN-PERALEJOS,SWISS-HB9SCT,SWISS-HEITERSWIL,SWISS-IRSOL,SWISS-Landschlacht,SWISS-MUHEN,TRIEST",False,5.0,119.93800354003906,200,0.25
nonburst-Arecibo-Observatory-10-26-2021-191153.npy,20211026,Arecibo-Observatory,19:11:53,19:12:53,0,,,,False,5.0,119.93800354003906,200,0.25
nonburst-Arecibo-Observatory-10-26-2021-142516.npy,20211026,Arecibo-Observatory,14:25:16,14:26:16,0,,,,False,5.0,119.93800354003906,200,0.25
nonburst-Arecibo-Observatory-10-27-2021-121633.npy,20211027,Arecibo-Observatory,12:16:33,12:17:33,0,,,,False,5.0,119.93800354003906,200,0.25
nonburst-Arecibo-Observatory-10-27-2021-130002.npy,20211027,Arecibo-Observatory,13:00:02,13:01:02,0,,,,False,5.0,119.93800354003906,200,0.25
burst-Arecibo-Observatory-10-28-2021-124600-124700-typeIII.npy,20211028,Arecibo-Observatory,12:45:00,12:48:00,III,12:46:00,12:47:00,"AUSTRIA-UNIGRAZ,Arecibo-Observatory,BIR,EGYPT-Alexandria,GLASGOW,HUMAIN,SWISS-Landschlacht,TRIEST",False,5.0,119.93800354003906,200,0.25
nonburst-Arecibo-Observatory-10-28-2021-195920.npy,20211028,Arecibo-Observatory,19:59:20,20:00:20,0,,,,False,5.0,119.93800354003906,200,0.25
