file_name,date,location,start_time,end_time,type,event_start_time,event_end_time,other_stations,uncertain,freq_min_mhz,freq_max_mhz,n_freq_channels,sample_interval_s
ii0001-win-Australia-ASSA-20210419-233000.npy,20210419,Australia-ASSA,23:30:00,23:45:00,II,23:39:00,23:42:00,,False,15.0,86.93800354003906,200,0.25
ii0002-win-Australia-ASSA-20210518-021458.npy,20210518,Australia-ASSA,02:14:58,02:29:58,II,02:19:00,02:23:00,,False,15.0,86.93800354003906,200,0.25
v0003-win-Australia-ASSA-20210521-050000.npy,20210521,Australia-ASSA,05:00:00,05:15:00,V,05:13:00,05:15:00,,False,15.0,86.93800354003906,200,0.25
ii0004-win-Australia-ASSA-20210522-024500.npy,20210522,Australia-ASSA,02:45:00,03:00:00,II,02:57:00,03:00:00,,False,15.0,86.93800354003906,200,0.25
ii0005-win-Australia-ASSA-20210522-030000.npy,20210522,Australia-ASSA,03:00:00,03:15:00,II,03:00:00,03:09:00,,False,15.0,86.93800354003906,200,0.25
ii0006-win-Australia-ASSA-20210528-225959.npy,20210528,Australia-ASSA,22:59:59,23:14:59,II,23:03:00,23:06:00,,False,15.0,86.93800354003906,200,0.25
v0007-win-Australia-ASSA-20210603-030000.npy,20210603,Australia-ASSA,03:00:00,03:15:00,V,03:08:00,03:09:00,,False,15.0,86.93800354003906,200,0.25
ii0008-win-Australia-ASSA-20210826-231506.npy,20210826,Australia-ASSA,23:15:06,23:30:06,II,23:30:00,23:30:06,,False,15.0,86.93800354003906,200,0.25
ii0009-win-Australia-ASSA-20210826-233006.npy,20210826,Australia-ASSA,23:30:06,23:45:06,II,23:30:06,23:35:00,,False,15.0,86.93800354003906,200,0.25
ii0010-win-Australia-ASSA-20210828-050002.npy,20210828,Australia-ASSA,05:00:02,05:15:02,II,05:05:00,05:12:00,,False,15.0,86.93800354003906,200,0.25
ii0011-win-Australia-ASSA-20210917-041501.npy,20210917,Australia-ASSA,04:15:01,04:30:01,II,04:17:00,04:22:00,,False,15.0,86.93800354003906,200,0.25
ii0012-win-Australia-ASSA-20210925-034501.npy,20210925,Australia-ASSA,03:45:01,04:00:01,II,03:45:01,03:52:00,,False,15.0,86.93800354003906,200,0.25
ii0013-win-Australia-ASSA-20211009-063000.npy,20211009,Australia-ASSA,06:30:00,06:45:00,II,06:33:00,06:45:00,,False,15.0,86.93800354003906,200,0.25
ii0014-win-Australia-ASSA-20211009-064500.npy,20211009,Australia-ASSA,06:45:00,07:00:00,II,06:45:00,06:48:00,,False,15.0,86.93800354003906,200,0.25
ii0015-win-Australia-ASSA-20211009-064500.npy,20211009,Australia-ASSA,06:45:00,07:00:00,II,06:49:00,06:57:00,,False,15.0,86.93800354003906,200,0.25
v0016-win-Australia-ASSA-20211010-021502.npy,20211010,Australia-ASSA,02:15:02,02:30:02,V,02:16:00,02:17:00,,False,15.0,86.93800354003906,200,0.25
v0017-win-Australia-ASSA-20211025-214500.npy,20211025,Australia-ASSA,21:45:00,22:00:00,V,21:57:00,21:58:00,,False,15.0,86.93800354003906,200,0.25
ii0018-win-Australia-ASSA-20211101-011501.npy,20211101,Australia-ASSA,01:15:01,01:30:01,II,01:28:00,01:30:01,,False,15.0,86.93800354003906,200,0.25
ii0019-win-Australia-ASSA-20211101-013003.npy,20211101,Australia-ASSA,01:30:03,01:45:03,II,01:30:03,01:45:03,,False,15.0,86.93800354003906,200,0.25
ii0020-win-Australia-ASSA-20211101-014502.npy,20211101,Australia-ASSA,01:45:02,02:00:02,II,01:45:02,01:52:00,,False,15.0,86.93800354003906,200,0.25
ii0021-win-Australia-ASSA-20211102-021510.npy,20211102,Australia-ASSA,02:15:10,02:30:10,II,02:21:00,02:26:00,,False,15.0,86.93800354003906,200,0.25
ii0022-win-Australia-ASSA-20211216-034507.npy,20211216,Australia-ASSA,03:45:07,04:00:07,II,03:52:00,03:54:00,,False,15.0,86.93800354003906,200,0.25
ii0023-win-Australia-ASSA-20211220-033005.npy,20211220,Australia-ASSA,03:30:05,03:45:05,II,03:30:05,03:43:00,,False,15.0,86.93800354003906,200,0.25
ii0024-win-Australia-ASSA-20220109-224503.npy,20220109,Australia-ASSA,22:45:03,23:00:03,II,22:52:00,23:00:03,,False,15.0,86.93800354003906,200,0.25
ii0025-win-Australia-ASSA-20220109-230003.npy,20220109,Australia-ASSA,23:00:03,23:15:03,II,23:00:03,23:09:00,,False,15.0,86.93800354003906,200,0.25
v0026-win-Australia-ASSA-20220111-000001.npy,20220111,Australia-ASSA,00:00:01,00:15:01,V,00:02:00,00:03:00,,False,15.0,86.93800354003906,200,0.25
ii0027-win-Australia-ASSA-20220112-041501.npy,20220112,Australia-ASSA,04:15:01,04:30:01,II,04:24:00,04:30:01,,False,15.0,86.93800354003906,200,0.25
ii0028-win-Australia-ASSA-20220112-043001.npy,20220112,Australia-ASSA,04:30:01,04:45:01,II,04:30:01,04:45:01,,False,15.0,86.93800354003906,200,0.25
ii0029-win-Australia-ASSA-20220112-044501.npy,20220112,Australia-ASSA,04:45:01,05:00:01,II,04:45:01,04:56:00,,False,15.0,86.93800354003906,200,0.25
v0030-win-Australia-ASSA-20220112-054502.npy,20220112,Australia-ASSA,05:45:02,06:00:02,V,05:54:00,05:56:00,,False,15.0,86.93800354003906,200,0.25
v0031-win-Australia-ASSA-20220131-015958.npy,20220131,Australia-ASSA,01:59:58,02:14:58,V,02:09:00,02:10:00,,False,15.0,86.93800354003906,200,0.25
v0032-win-Australia-ASSA-20220131-022958.npy,20220131,Australia-ASSA,02:29:58,02:44:57,V,02:31:00,02:32:00,,False,15.0,86.93800354003906,200,0.25
v0033-win-Australia-ASSA-20220131-064459.npy,20220131,Australia-ASSA,06:44:59,06:59:59,V,06:47:00,06:48:00,,False,15.0,86.93800354003906,200,0.25
v0034-win-Australia-ASSA-20220202-020003.npy,20220202,Australia-ASSA,02:00:03,02:15:03,V,02:05:00,02:11:00,,False,15.0,86.93800354003906,200,0.25
v0035-win-Australia-ASSA-20220203-054501.npy,20220203,Australia-ASSA,05:45:01,06:00:01,V,05:53:00,05:55:00,,False,15.0,86.93800354003906,200,0.25
v0036-win-Australia-ASSA-20220204-030000.npy,20220204,Australia-ASSA,03:00:00,03:15:00,V,03:03:00,03:05:00,,False,15.0,86.93800354003906,200,0.25
v0037-win-Australia-ASSA-20220210-024501.npy,20220210,Australia-ASSA,02:45:01,03:00:01,V,02:47:00,02:49:00,,False,15.0,86.93800354003906,200,0.25
