file_name,date,location,start_time,end_time,type,event_start_time,event_end_time,other_stations,uncertain,freq_min_mhz,freq_max_mhz,n_freq_channels,sample_interval_s
burst-PeachMountian-240330-183117031-type3.npy,240330,PeachMountian,18:30:17.068,18:33:39.943,3,18:31:17.031,18:32:40.080,,False,15.996,24.004,411,0.1
burst-SkylineHighSchool-240417-200328050-type5.npy,240417,SkylineHighSchool,20:02:27.928,20:06:01.059,5,20:03:28.050,20:05:01.037,,False,15.996,24.004,411,0.1
burst-MarquetteSeniorHig-240419-160543005-type3.npy,240419,MarquetteSeniorHig,16:04:43.007,16:07:09.902,3,16:05:43.005,16:06:10.004,,False,15.996,24.004,411,0.1
burst-MarquetteSeniorHig-240419-161353088-type3.npy,240419,MarquetteSeniorHig,16:12:53.090,16:16:48.982,3,16:13:53.088,16:15:49.084,,False,15.996,24.004,411,0.1
burst-MarquetteSeniorHig-240419-162703061-type3.npy,240419,MarquetteSeniorHig,16:26:03.063,16:30:28.954,3,16:27:03.061,16:29:29.056,,False,15.996,24.004,411,0.1
burst-MarquetteSeniorHig-240419-163215050-type3.npy,240419,MarquetteSeniorHig,16:31:15.052,16:41:46.931,3,16:32:15.050,16:40:47.033,,False,15.996,24.004,411,0.1
burst-MarquetteSeniorHig-240419-164832017-type3.npy,240419,MarquetteSeniorHig,16:47:32.019,16:54:31.904,3,16:48:32.017,16:53:32.006,,False,15.996,24.004,411,0.1
burst-MarquetteSeniorHig-240419-165928094-type3.npy,240419,MarquetteSeniorHig,16:58:28.096,17:00:58.991,3,16:59:28.094,16:59:59.093,,False,15.996,24.004,411,0.1
burst-MarquetteSeniorHig-240419-171022072-type3.npy,240419,MarquetteSeniorHig,17:09:22.074,17:25:36.940,3,17:10:22.072,17:24:37.042,,False,15.996,24.004,411,0.1
burst-MarquetteSeniorHig-240419-172728036-type3.npy,240419,MarquetteSeniorHig,17:26:28.038,17:43:12.904,3,17:27:28.036,17:42:13.006,,False,15.996,24.004,411,0.1
burst-MarquetteSeniorHig-240419-180157065-type3.npy,240419,MarquetteSeniorHig,18:00:57.067,18:08:17.952,3,18:01:57.065,18:07:18.054,,False,15.996,24.004,411,0.1
burst-MarquetteSeniorHig-240419-184647073-type3.npy,240419,MarquetteSeniorHig,18:45:47.075,18:52:18.961,3,18:46:47.073,18:51:19.063,,False,15.996,24.004,411,0.1
burst-MarquetteSeniorHig-240419-190930026-type3.npy,240419,MarquetteSeniorHig,19:08:30.028,19:10:55.923,3,19:09:30.026,19:09:56.025,,False,15.996,24.004,411,0.1
burst-MarquetteSeniorHig-240419-192208000-type3.npy,240419,MarquetteSeniorHig,19:21:08.002,19:26:47.990,3,19:22:08.000,19:25:48.092,,False,15.996,24.004,411,0.1
burst-SkylineHighSchool-240420-154415092-type3.npy,240420,SkylineHighSchool,15:43:14.952,15:48:42.115,3,15:44:15.092,15:47:42.075,,False,15.996,24.004,411,0.1
burst-SkylineHighSchool-240420-162057033-type3.npy,240420,SkylineHighSchool,16:19:56.893,16:22:12.109,3,16:20:57.033,16:21:12.068,,False,15.996,24.004,411,0.1
burst-PeachMountian-240420-154336034-type3.npy,240420,PeachMountian,15:42:35.933,15:48:19.008,3,15:43:36.034,15:47:19.008,,False,15.996,24.004,411,0.1
burst-PeachMountian-240420-161514014-type3.npy,240420,PeachMountian,16:14:13.924,16:19:46.025,3,16:15:14.014,16:18:46.034,,False,15.996,24.004,411,0.1
burst-PeachMountian-240420-162020018-type3.npy,240420,PeachMountian,16:20:01.728,16:21:55.967,3,16:20:20.018,16:20:56.099,,False,15.996,24.004,411,0.1
burst-PeachMountian-240420-162321021-type3.npy,240420,PeachMountian,16:22:21.053,16:27:04.901,3,16:23:21.021,16:26:05.033,,False,15.996,24.004,411,0.1
burst-PeachMountian-240420-163623002-type5.npy,240420,PeachMountian,16:35:23.034,16:39:51.590,5,16:36:23.002,16:39:12.011,,False,15.996,24.004,411,0.1
burst-PeachMountian-240420-173737049-type3.npy,240420,PeachMountian,17:36:37.085,17:39:36.876,3,17:37:37.049,17:38:37.012,,False,15.996,24.004,411,0.1
burst-PeachMountian-240420-175321003-type3.npy,240420,PeachMountian,17:52:21.035,17:54:25.870,3,17:53:21.003,17:53:26.001,,False,15.996,24.004,411,0.1
burst-PeachMountian-240420-182128004-type3.npy,240420,PeachMountian,18:20:28.041,18:22:49.954,3,18:21:28.004,18:21:50.091,,False,15.996,24.004,411,0.1
burst-PeachMountian-240420-190753084-type3.npy,240420,PeachMountian,19:06:53.119,19:10:17.901,3,19:07:53.084,19:09:18.035,,False,15.996,24.004,411,0.1
burst-PeachMountian-240420-191357075-type3.npy,240420,PeachMountian,19:12:57.110,19:17:10.964,3,19:13:57.075,19:16:11.098,,False,15.996,24.004,411,0.1
burst-SkylineHighSchool-240422-154351020-type3.npy,240422,SkylineHighSchool,15:42:50.182,15:47:02.762,3,15:43:51.020,15:46:02.025,,False,15.996,24.004,411,0.1
burst-SkylineHighSchool-240422-162440058-type3.npy,240422,SkylineHighSchool,16:23:39.220,16:27:12.762,3,16:24:40.058,16:26:12.025,,False,15.996,24.004,411,0.1
burst-SkylineHighSchool-240422-172820083-type3.npy,240422,SkylineHighSchool,17:27:19.245,17:30:34.738,3,17:28:20.083,17:29:34.001,,False,15.996,24.004,411,0.1
burst-MarquetteSeniorHig-240422-154510082-type3.npy,240422,MarquetteSeniorHig,15:44:09.959,15:48:05.039,3,15:45:10.082,15:47:05.017,,False,15.996,24.004,411,0.1
burst-MarquetteSeniorHig-240422-162712033-type3.npy,240422,MarquetteSeniorHig,16:26:11.911,16:29:37.030,3,16:27:12.033,16:28:37.007,,False,15.996,24.004,411,0.1
burst-MarquetteSeniorHig-240422-173243063-type3.npy,240422,MarquetteSeniorHig,17:31:42.940,17:35:00.042,3,17:32:43.063,17:34:00.020,,False,15.996,24.004,411,0.1
burst-SkylineHighSchool-240423-175209085-type2.npy,240423,SkylineHighSchool,17:51:09.045,17:58:29.036,2,17:52:09.085,17:57:29.097,,False,15.996,24.004,411,0.1
burst-SkylineHighSchool-240425-171133005-type2.npy,240425,SkylineHighSchool,17:10:32.872,17:14:46.131,2,17:11:33.005,17:13:46.098,,False,15.996,24.004,411,0.1
burst-SkylineHighSchool-240501-165815000-type3.npy,240501,SkylineHighSchool,16:57:14.826,17:04:38.105,3,16:58:15.000,17:03:38.032,,False,15.996,24.004,411,0.1
burst-SkylineHighSchool-240501-181310067-type3.npy,240501,SkylineHighSchool,18:12:09.893,18:18:58.171,3,18:13:10.067,18:17:58.098,,False,15.996,24.004,411,0.1
burst-SkylineHighSchool-240503-185310068-type2.npy,240503,SkylineHighSchool,18:52:09.977,18:54:58.031,2,18:53:10.068,18:53:58.040,,False,15.996,24.004,411,0.1
burst-SkylineHighSchool-240503-203945005-type2.npy,240503,SkylineHighSchool,20:38:44.914,20:42:41.070,2,20:39:45.005,20:41:41.080,,False,15.996,24.004,411,0.1
burst-SkylineHighSchool-240504-160224025-type3.npy,240504,SkylineHighSchool,16:01:24.002,16:03:33.951,3,16:02:24.025,16:02:34.028,,False,15.996,24.004,411,0.1
burst-SkylineHighSchool-240508-165523022-type3.npy,240508,SkylineHighSchool,16:54:22.776,16:56:42.245,3,16:55:23.022,16:55:42.100,,False,15.996,24.004,411,0.1
burst-SkylineHighSchool-240508-181014037-type3.npy,240508,SkylineHighSchool,18:09:13.791,18:11:21.211,3,18:10:14.037,18:10:21.066,,False,15.996,24.004,411,0.1
burst-SkylineHighSchool-240508-183324006-type3.npy,240508,SkylineHighSchool,18:32:23.760,18:34:51.161,3,18:33:24.006,18:33:51.016,,False,15.996,24.004,411,0.1
burst-SkylineHighSchool-240509-173328071-type3.npy,240509,SkylineHighSchool,17:32:27.760,17:35:34.222,3,17:33:28.071,17:34:34.011,,False,15.996,24.004,411,0.1
burst-Huron-240514-124652093-type3.npy,240514,Huron,12:45:52.101,12:48:49.977,3,12:46:52.093,12:47:50.085,,False,15.996,24.004,411,0.1
burst-SkylineHighSchool-240514-124539093-type3.npy,240514,SkylineHighSchool,12:44:39.088,12:47:42.004,3,12:45:39.093,12:46:42.099,,False,15.996,24.004,411,0.1
burst-SkylineHighSchool-240514-164650083-type3.npy,240514,SkylineHighSchool,16:45:50.078,16:49:01.995,3,16:46:50.083,16:48:02.090,,False,15.996,24.004,411,0.1
burst-SkylineHighSchool-240514-164953099-type2.npy,240514,SkylineHighSchool,16:48:53.094,16:53:59.921,2,16:49:53.099,16:53:00.016,,False,15.996,24.004,411,0.1
burst-SkylineHighSchool-240514-170701091-type2.npy,240514,SkylineHighSchool,17:06:01.086,17:09:39.905,2,17:07:01.091,17:08:40.000,,False,15.996,24.004,411,0.1
burst-SkylineHighSchool-240519-171835024-type3.npy,240519,SkylineHighSchool,17:17:34.658,17:20:42.296,3,17:18:35.024,17:19:42.031,,False,15.996,24.004,411,0.1
burst-SkylineHighSchool-240519-175505010-type3.npy,240519,SkylineHighSchool,17:54:04.644,17:57:50.313,3,17:55:05.010,17:56:50.048,,False,15.996,24.004,411,0.1
burst-SkylineHighSchool-240607-162335031-type3.npy,240607,SkylineHighSchool,16:22:34.596,16:24:46.343,3,16:23:35.031,16:23:46.009,,False,15.996,24.004,411,0.1
burst-SkylineHighSchool-240607-185503008-type3.npy,240607,SkylineHighSchool,18:54:02.574,18:56:33.357,3,18:55:03.008,18:55:33.024,,False,15.996,24.004,411,0.1
burst-SkylineHighSchool-240608-210024066-type3.npy,240608,SkylineHighSchool,20:59:23.961,21:03:16.066,3,21:00:24.066,21:02:16.061,,False,15.996,24.004,411,0.1
burst-SkylineHighSchool-240611-163959042-type3.npy,240611,SkylineHighSchool,16:38:58.587,16:41:15.418,3,16:39:59.042,16:40:15.063,,False,15.996,24.004,411,0.1
burst-SkylineHighSchool-240619-153826016-type3.npy,240619,SkylineHighSchool,15:37:25.713,15:39:51.243,3,15:38:26.016,15:38:51.041,,False,15.996,24.004,411,0.1
burst-SkylineHighSchool-240619-161938018-type3.npy,240619,SkylineHighSchool,16:18:37.716,16:20:56.211,3,16:19:38.018,16:19:56.009,,False,15.996,24.004,411,0.1
burst-SkylineHighSchool-240620-173009031-type3.npy,240620,SkylineHighSchool,17:29:08.825,17:31:25.192,3,17:30:09.031,17:30:25.086,,False,15.996,24.004,411,0.1
burst-SkylineHighSchool-240621-235450095-type2.npy,240621,SkylineHighSchool,23:53:49.715,23:57:20.341,2,23:54:50.095,23:56:20.062,,False,15.996,24.004,411,0.1
burst-SkylineHighSchool-240623-212517044-type3.npy,240623,SkylineHighSchool,21:24:16.918,21:26:29.093,3,21:25:17.044,21:25:29.069,,False,15.996,24.004,411,0.1
burst-SkylineHighSchool-240624-163326000-type3.npy,240624,SkylineHighSchool,16:32:25.694,16:34:41.283,3,16:33:26.000,16:33:41.077,,False,15.996,24.004,411,0.1
burst-SkylineHighSchool-240627-151751075-type3.npy,240627,SkylineHighSchool,15:16:51.060,15:19:06.993,3,15:17:51.075,15:18:07.078,,False,15.996,24.004,411,0.1
burst-SkylineHighSchool-240627-210327006-type3.npy,240627,SkylineHighSchool,21:02:26.992,21:04:39.924,3,21:03:27.006,21:03:40.010,,False,15.996,24.004,411,0.1
burst-SkylineHighSchool-240629-162924058-type3.npy,240629,SkylineHighSchool,16:28:23.939,16:30:38.104,3,16:29:24.058,16:29:38.086,,False,15.996,24.004,411,0.1
burst-SkylineHighSchool-240629-195002034-type3.npy,240629,SkylineHighSchool,19:49:01.915,19:52:06.079,3,19:50:02.034,19:51:06.060,,False,15.996,24.004,411,0.1
burst-SkylineHighSchool-240701-171240063-type3.npy,240701,SkylineHighSchool,17:11:39.808,17:14:33.242,3,17:12:40.063,17:13:33.087,,False,15.996,24.004,411,0.1
burst-SkylineHighSchool-240704-143621040-type2.npy,240704,SkylineHighSchool,14:35:20.631,14:48:19.403,2,14:36:21.040,14:47:19.095,,False,15.996,24.004,411,0.1
burst-SkylineHighSchool-240708-144056087-type3.npy,240708,SkylineHighSchool,14:39:55.896,14:48:01.137,3,14:40:56.087,14:47:01.046,,False,15.996,24.004,411,0.1
burst-SkylineHighSchool-240724-171525028-type3.npy,240724,SkylineHighSchool,17:14:24.941,17:20:56.006,3,17:15:25.028,17:19:56.020,,False,15.996,24.004,411,0.1
burst-SkylineHighSchool-240725-153352051-type2.npy,240725,SkylineHighSchool,15:32:51.949,15:36:47.048,2,15:33:52.051,15:35:47.046,,False,15.996,24.004,411,0.1
burst-SkylineHighSchool-240725-164516036-type3.npy,240725,SkylineHighSchool,16:44:15.934,16:46:35.070,3,16:45:16.036,16:45:35.068,,False,15.996,24.004,411,0.1
burst-SkylineHighSchool-240726-172250082-type3.npy,240726,SkylineHighSchool,17:21:49.830,17:24:21.163,3,17:22:50.082,17:23:21.011,,False,15.996,24.004,411,0.1
burst-SkylineHighSchool-240726-213033011-type3.npy,240726,SkylineHighSchool,21:29:32.759,21:31:58.168,3,21:30:33.011,21:30:58.016,,False,15.996,24.004,411,0.1
burst-SkylineHighSchool-240728-181236096-type3.npy,240728,SkylineHighSchool,18:11:35.675,18:14:09.347,3,18:12:36.096,18:13:09.026,,False,15.996,24.004,411,0.1
