file_name,status,notes,override_params_json,reviewed_at,manual_burst_range_json,problem_tags,auto_retry_done
burst-PeachMountian-240330-183117031-type3.npy,usable,,,2026-08-10T23:06:08+00:00,,,
burst-SkylineHighSchool-240417-200328050-type5.npy,usable,,,2026-08-10T23:06:18+00:00,,,
burst-MarquetteSeniorHig-240419-160543005-type3.npy,usable,,,2026-08-10T23:06:29+00:00,,,
burst-MarquetteSeniorHig-240419-161353088-type3.npy,usable,,,2026-08-10T23:06:38+00:00,,,
burst-MarquetteSeniorHig-240419-162703061-type3.npy,usable,,,2026-08-10T23:06:49+00:00,,,
burst-MarquetteSeniorHig-240419-163215050-type3.npy,usable,,,2026-08-10T23:07:15+00:00,,,
burst-MarquetteSeniorHig-240419-164832017-type3.npy,usable,,,2026-08-10T23:07:26+00:00,,,
burst-MarquetteSeniorHig-240419-165928094-type3.npy,usable,,,2026-08-10T23:07:34+00:00,,,
burst-MarquetteSeniorHig-240419-171022072-type3.npy,usable,,,2026-08-10T23:07:54+00:00,,,
burst-MarquetteSeniorHig-240419-172728036-type3.npy,usable,,,2026-08-10T23:08:32+00:00,,,
burst-MarquetteSeniorHig-240419-180157065-type3.npy,usable,,,2026-08-10T23:08:44+00:00,,,
burst-MarquetteSeniorHig-240419-184647073-type3.npy,usable,,"{""known_burst_margin"": 10, ""base_threshold_sigma"": 12.0, ""suppression_ramp"": 2.0, ""burst_sigma"": 2.0, ""vrfi_coverage_threshold"": 0.1, ""vrfi_sigma"": 3.0}",2026-08-10T23:12:51+00:00,"{""start_s"": 60.0, ""end_s"": 380.0}",,
burst-MarquetteSeniorHig-240419-190930026-type3.npy,usable,,,2026-08-10T23:13:05+00:00,,,
burst-MarquetteSeniorHig-240419-192208000-type3.npy,usable,,,2026-08-10T23:14:01+00:00,,,
burst-SkylineHighSchool-240420-154415092-type3.npy,usable,,,2026-08-10T23:14:14+00:00,,,
burst-SkylineHighSchool-240420-162057033-type3.npy,usable,,,2026-08-10T23:14:30+00:00,,,
burst-PeachMountian-240420-154336034-type3.npy,usable,,,2026-08-10T23:14:48+00:00,,,
burst-PeachMountian-240420-161514014-type3.npy,usable,,,2026-08-10T23:16:28+00:00,,,
burst-PeachMountian-240420-162020018-type3.npy,usable,,,2026-08-10T23:16:56+00:00,,,
burst-PeachMountian-240420-162321021-type3.npy,usable,,,2026-08-10T23:17:06+00:00,,,
burst-PeachMountian-240420-163623002-type5.npy,usable,,,2026-08-10T23:17:14+00:00,,,
burst-PeachMountian-240420-173737049-type3.npy,usable,,,2026-08-10T23:17:22+00:00,,,
burst-PeachMountian-240420-175321003-type3.npy,usable,,"{""known_burst_margin"": 10, ""base_threshold_sigma"": 12.0, ""suppression_ramp"": 2.0, ""burst_sigma"": 2.0, ""vrfi_coverage_threshold"": 0.1, ""vrfi_sigma"": 3.0}",2026-08-10T23:18:04+00:00,"{""start_s"": 54.0, ""end_s"": 65.0}",,
burst-PeachMountian-240420-182128004-type3.npy,usable,,,2026-08-10T23:19:08+00:00,,,
burst-PeachMountian-240420-190753084-type3.npy,usable,,,2026-08-10T23:19:17+00:00,,,
burst-PeachMountian-240420-191357075-type3.npy,usable,,,2026-08-10T23:19:28+00:00,,,
burst-SkylineHighSchool-240422-154351020-type3.npy,flagged_for_retry,,,2026-08-11T01:21:46+00:00,,burst_faint,true
burst-SkylineHighSchool-240422-162440058-type3.npy,usable,,,2026-08-10T23:20:11+00:00,,,
burst-SkylineHighSchool-240422-172820083-type3.npy,usable,,,2026-08-10T23:20:50+00:00,,,
burst-MarquetteSeniorHig-240422-154510082-type3.npy,usable,,,2026-08-10T23:22:05+00:00,,,
burst-MarquetteSeniorHig-240422-162712033-type3.npy,usable,,,2026-08-10T23:22:17+00:00,,,
burst-MarquetteSeniorHig-240422-173243063-type3.npy,usable,,,2026-08-10T23:23:54+00:00,,,
burst-SkylineHighSchool-240423-175209085-type2.npy,usable,,,2026-08-10T23:24:05+00:00,,,
burst-SkylineHighSchool-240425-171133005-type2.npy,usable,,,2026-08-10T23:48:31+00:00,,,
burst-SkylineHighSchool-240501-165815000-type3.npy,usable,,,2026-08-11T00:01:20+00:00,,,
burst-SkylineHighSchool-240501-181310067-type3.npy,usable,,,2026-08-11T00:02:20+00:00,,,
burst-SkylineHighSchool-240503-185310068-type2.npy,usable,,,2026-08-11T00:15:14+00:00,,,
burst-SkylineHighSchool-240503-203945005-type2.npy,usable,,,2026-08-11T00:15:29+00:00,,,
burst-SkylineHighSchool-240504-160224025-type3.npy,usable,,,2026-08-11T00:18:03+00:00,,,
burst-SkylineHighSchool-240508-165523022-type3.npy,usable,,,2026-08-11T00:18:52+00:00,,,
burst-SkylineHighSchool-240508-181014037-type3.npy,usable,,,2026-08-11T00:19:08+00:00,,,
burst-SkylineHighSchool-240508-183324006-type3.npy,usable,,,2026-08-11T00:19:24+00:00,,,
burst-SkylineHighSchool-240509-173328071-type3.npy,usable,,,2026-08-11T00:19:38+00:00,,,
burst-Huron-240514-124652093-type3.npy,usable,,,2026-08-11T00:19:46+00:00,,,
burst-SkylineHighSchool-240514-124539093-type3.npy,usable,,,2026-08-11T00:19:53+00:00,,,
burst-SkylineHighSchool-240514-164650083-type3.npy,usable,,,2026-08-11T00:20:03+00:00,,,
burst-SkylineHighSchool-240514-164953099-type2.npy,usable,,,2026-08-11T00:20:17+00:00,,,
burst-SkylineHighSchool-240514-170701091-type2.npy,usable,,,2026-08-11T00:20:30+00:00,,,
burst-SkylineHighSchool-240519-171835024-type3.npy,usable,,,2026-08-11T00:20:41+00:00,,,
burst-SkylineHighSchool-240519-175505010-type3.npy,usable,,,2026-08-11T00:20:53+00:00,,,
burst-SkylineHighSchool-240607-162335031-type3.npy,usable,,,2026-08-11T00:21:15+00:00,,,
burst-SkylineHighSchool-240607-185503008-type3.npy,usable,,,2026-08-11T00:23:40+00:00,,,
burst-SkylineHighSchool-240608-210024066-type3.npy,usable,,,2026-08-11T00:26:08+00:00,,,
burst-SkylineHighSchool-240611-163959042-type3.npy,usable,,,2026-08-11T00:28:29+00:00,,,
burst-SkylineHighSchool-240619-153826016-type3.npy,usable,,,2026-08-11T00:28:45+00:00,,,
burst-SkylineHighSchool-240619-161938018-type3.npy,usable,,,2026-08-11T00:31:23+00:00,,,
burst-SkylineHighSchool-240620-173009031-type3.npy,usable,,,2026-08-11T00:31:40+00:00,,,
burst-SkylineHighSchool-240621-235450095-type2.npy,usable,,,2026-08-11T01:14:57+00:00,,,
burst-SkylineHighSchool-240623-212517044-type3.npy,usable,,,2026-08-11T01:16:59+00:00,,,
burst-SkylineHighSchool-240624-163326000-type3.npy,usable,,,2026-08-11T01:17:21+00:00,,,
burst-SkylineHighSchool-240627-151751075-type3.npy,usable,,,2026-08-11T01:17:53+00:00,,,
burst-SkylineHighSchool-240627-210327006-type3.npy,usable,,,2026-08-11T01:18:19+00:00,,,
burst-SkylineHighSchool-240629-162924058-type3.npy,usable,,,2026-08-11T01:18:32+00:00,,,
burst-SkylineHighSchool-240629-195002034-type3.npy,discard,,,2026-08-11T01:18:47+00:00,,,
burst-SkylineHighSchool-240701-171240063-type3.npy,usable,,"{""known_burst_margin"": 10, ""base_threshold_sigma"": 12.0, ""suppression_ramp"": 2.0, ""burst_sigma"": 2.0, ""vrfi_coverage_threshold"": 0.1, ""vrfi_sigma"": 3.0}",2026-08-11T01:19:09+00:00,"{""start_s"": 58.0, ""end_s"": 113.30000000000001}",,
burst-SkylineHighSchool-240704-143621040-type2.npy,usable,,,2026-08-11T01:19:31+00:00,,,
burst-SkylineHighSchool-240708-144056087-type3.npy,usable,,,2026-08-11T01:19:46+00:00,,,
burst-SkylineHighSchool-240724-171525028-type3.npy,usable,,"{""known_burst_margin"": 30, ""base_threshold_sigma"": 12.0, ""suppression_ramp"": 3.0, ""burst_sigma"": 2.0, ""vrfi_coverage_threshold"": 0.1, ""vrfi_sigma"": 3.0}",2026-08-11T01:22:08+00:00,,,
burst-SkylineHighSchool-240725-153352051-type2.npy,usable,,,2026-08-11T01:22:14+00:00,,,
burst-SkylineHighSchool-240725-164516036-type3.npy,usable,,,2026-08-11T01:22:22+00:00,,,
burst-SkylineHighSchool-240726-172250082-type3.npy,usable,,,2026-08-11T01:22:27+00:00,,,
burst-SkylineHighSchool-240726-213033011-type3.npy,usable,,,2026-08-11T01:22:33+00:00,,,
burst-SkylineHighSchool-240728-181236096-type3.npy,usable,,,2026-08-11T01:22:38+00:00,,,
burst-SkylineHighSchool-240729-172315042-type3.npy,usable,,,2026-08-11T01:25:55+00:00,,,
