file_name,date,location,win_start_time,win_end_time,n_freq_channels,sample_interval_s,freq_min_mhz,freq_max_mhz,n_cols,n_boxes,excluded,exclude_reason,offclass_types
win-Australia-ASSA-20210119-015958.npy,20210119,Australia-ASSA,01:59:58,02:14:58,400,0.5,107.995,523.745,1800,0,False,,
win-Australia-ASSA-20210119-021457.npy,20210119,Australia-ASSA,02:14:57,02:29:57,400,0.5,107.995,523.745,1800,0,False,,
win-Australia-ASSA-20210119-022957.npy,20210119,Australia-ASSA,02:29:57,02:44:57,400,0.5,107.995,523.745,1800,1,False,,
win-Australia-ASSA-20210119-024457.npy,20210119,Australia-ASSA,02:44:57,02:59:57,400,0.5,107.995,523.745,1800,0,False,,
win-Australia-ASSA-20210119-025957.npy,20210119,Australia-ASSA,02:59:57,03:14:57,400,0.5,107.995,523.745,1800,0,False,,
win-Australia-ASSA-20210127-035957.npy,20210127,Australia-ASSA,03:59:57,04:14:57,400,0.5,107.995,523.745,1800,0,False,,
win-Australia-ASSA-20210127-041457.npy,20210127,Australia-ASSA,04:14:57,04:29:57,400,0.5,107.995,523.745,1800,0,False,,
win-Australia-ASSA-20210127-042957.npy,20210127,Australia-ASSA,04:29:57,04:44:57,400,0.5,107.995,523.745,1800,1,False,,
win-Australia-ASSA-20210127-044457.npy,20210127,Australia-ASSA,04:44:57,04:59:57,400,0.5,107.995,523.745,1800,0,False,,
win-Australia-ASSA-20210127-045957.npy,20210127,Australia-ASSA,04:59:57,05:14:57,400,0.5,107.995,523.745,1800,0,False,,
win-Australia-ASSA-20210419-061500.npy,20210419,Australia-ASSA,06:15:00,06:30:00,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210419-063000.npy,20210419,Australia-ASSA,06:30:00,06:45:00,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210419-064459.npy,20210419,Australia-ASSA,06:44:59,06:59:59,200,0.25,15.0,86.93800354003906,3600,1,False,,
win-Australia-ASSA-20210419-065959.npy,20210419,Australia-ASSA,06:59:59,07:14:59,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210419-071459.npy,20210419,Australia-ASSA,07:14:59,07:29:59,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210419-230000.npy,20210419,Australia-ASSA,23:00:00,23:15:00,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210419-231500.npy,20210419,Australia-ASSA,23:15:00,23:30:00,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210419-233000.npy,20210419,Australia-ASSA,23:30:00,23:45:00,200,0.25,15.0,86.93800354003906,3600,2,False,,
win-Australia-ASSA-20210419-234500.npy,20210419,Australia-ASSA,23:45:00,00:00:00,200,0.25,15.0,86.93800354003906,3600,0,True,offclass_event_in_negative_window,IV
win-Australia-ASSA-20210419-235959.npy,20210419,Australia-ASSA,23:59:59,00:14:59,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210420-011459.npy,20210420,Australia-ASSA,01:14:59,01:29:59,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210420-012959.npy,20210420,Australia-ASSA,01:29:59,01:44:59,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210420-014459.npy,20210420,Australia-ASSA,01:44:59,01:59:59,200,0.25,15.0,86.93800354003906,3600,1,False,,
win-Australia-ASSA-20210420-015959.npy,20210420,Australia-ASSA,01:59:59,02:14:59,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210420-021459.npy,20210420,Australia-ASSA,02:14:59,02:29:59,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210420-230000.npy,20210420,Australia-ASSA,23:00:00,23:15:00,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210420-231459.npy,20210420,Australia-ASSA,23:14:59,23:29:59,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210420-232959.npy,20210420,Australia-ASSA,23:29:59,23:44:59,200,0.25,15.0,86.93800354003906,3600,1,False,,
win-Australia-ASSA-20210420-234459.npy,20210420,Australia-ASSA,23:44:59,23:59:59,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210420-235959.npy,20210420,Australia-ASSA,23:59:59,00:14:59,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210421-210000.npy,20210421,Australia-ASSA,21:00:00,21:15:00,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210421-211500.npy,20210421,Australia-ASSA,21:15:00,21:30:00,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210421-213000.npy,20210421,Australia-ASSA,21:30:00,21:45:00,200,0.25,15.0,86.93800354003906,3600,1,False,,
win-Australia-ASSA-20210421-214500.npy,20210421,Australia-ASSA,21:45:00,22:00:00,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210421-220000.npy,20210421,Australia-ASSA,22:00:00,22:15:00,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210421-230000.npy,20210421,Australia-ASSA,23:00:00,23:15:00,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210421-231500.npy,20210421,Australia-ASSA,23:15:00,23:30:00,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210421-233000.npy,20210421,Australia-ASSA,23:30:00,23:45:00,200,0.25,15.0,86.93800354003906,3600,1,False,,
win-Australia-ASSA-20210421-234500.npy,20210421,Australia-ASSA,23:45:00,00:00:00,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210423-000000.npy,20210423,Australia-ASSA,00:00:00,00:15:00,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210423-001459.npy,20210423,Australia-ASSA,00:14:59,00:29:59,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210423-002959.npy,20210423,Australia-ASSA,00:29:59,00:44:59,200,0.25,15.0,86.93800354003906,3600,1,False,,
win-Australia-ASSA-20210423-004459.npy,20210423,Australia-ASSA,00:44:59,00:59:59,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210423-005959.npy,20210423,Australia-ASSA,00:59:59,01:14:59,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210423-011459.npy,20210423,Australia-ASSA,01:14:59,01:29:59,200,0.25,15.0,86.93800354003906,3600,1,False,,
win-Australia-ASSA-20210423-012959.npy,20210423,Australia-ASSA,01:29:59,01:44:59,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210423-014459.npy,20210423,Australia-ASSA,01:44:59,01:59:59,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210424-004459.npy,20210424,Australia-ASSA,00:44:59,00:59:59,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210424-005959.npy,20210424,Australia-ASSA,00:59:59,01:14:59,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210424-011459.npy,20210424,Australia-ASSA,01:14:59,01:29:59,200,0.25,15.0,86.93800354003906,3600,1,False,,
win-Australia-ASSA-20210424-012959.npy,20210424,Australia-ASSA,01:29:59,01:44:59,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210424-014459.npy,20210424,Australia-ASSA,01:44:59,01:59:59,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210429-024500.npy,20210429,Australia-ASSA,02:45:00,03:00:00,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210429-030000.npy,20210429,Australia-ASSA,03:00:00,03:15:00,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210429-031500.npy,20210429,Australia-ASSA,03:15:00,03:30:00,200,0.25,15.0,86.93800354003906,3600,1,False,,
win-Australia-ASSA-20210429-033000.npy,20210429,Australia-ASSA,03:30:00,03:45:00,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210429-034500.npy,20210429,Australia-ASSA,03:45:00,04:00:00,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210505-062959.npy,20210505,Australia-ASSA,06:29:59,06:44:59,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210505-064459.npy,20210505,Australia-ASSA,06:44:59,06:59:59,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210505-065959.npy,20210505,Australia-ASSA,06:59:59,07:14:59,200,0.25,15.0,86.93800354003906,3600,1,False,,
win-Australia-ASSA-20210505-071459.npy,20210505,Australia-ASSA,07:14:59,07:29:59,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210505-072959.npy,20210505,Australia-ASSA,07:29:59,07:44:59,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210506-033000.npy,20210506,Australia-ASSA,03:30:00,03:45:00,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210506-034500.npy,20210506,Australia-ASSA,03:45:00,04:00:00,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210506-040000.npy,20210506,Australia-ASSA,04:00:00,04:15:00,200,0.25,15.0,86.93800354003906,3600,1,False,,
win-Australia-ASSA-20210506-041500.npy,20210506,Australia-ASSA,04:15:00,04:30:00,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210506-043000.npy,20210506,Australia-ASSA,04:30:00,04:45:00,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210506-044500.npy,20210506,Australia-ASSA,04:45:00,05:00:00,200,0.25,15.0,86.93800354003906,3600,1,False,,
win-Australia-ASSA-20210506-050000.npy,20210506,Australia-ASSA,05:00:00,05:15:00,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210506-051459.npy,20210506,Australia-ASSA,05:14:59,05:29:59,200,0.25,15.0,86.93800354003906,3600,1,False,,
win-Australia-ASSA-20210506-052959.npy,20210506,Australia-ASSA,05:29:59,05:44:59,200,0.25,15.0,86.93800354003906,3600,1,False,,
win-Australia-ASSA-20210506-054459.npy,20210506,Australia-ASSA,05:44:59,05:59:59,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210506-055959.npy,20210506,Australia-ASSA,05:59:59,06:14:59,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210506-230000.npy,20210506,Australia-ASSA,23:00:00,23:15:00,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210506-231500.npy,20210506,Australia-ASSA,23:15:00,23:30:00,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210506-233000.npy,20210506,Australia-ASSA,23:30:00,23:45:00,200,0.25,15.0,86.93800354003906,3600,1,False,,
win-Australia-ASSA-20210506-234500.npy,20210506,Australia-ASSA,23:45:00,00:00:00,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210507-000000.npy,20210507,Australia-ASSA,00:00:00,00:15:00,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210507-001459.npy,20210507,Australia-ASSA,00:14:59,00:29:59,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210507-002959.npy,20210507,Australia-ASSA,00:29:59,00:44:59,200,0.25,15.0,86.93800354003906,3600,1,False,,
win-Australia-ASSA-20210507-004459.npy,20210507,Australia-ASSA,00:44:59,00:59:59,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210507-005959.npy,20210507,Australia-ASSA,00:59:59,01:14:59,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210507-022959.npy,20210507,Australia-ASSA,02:29:59,02:44:58,200,0.25,15.0,86.93800354003906,3597,0,False,,
win-Australia-ASSA-20210507-024500.npy,20210507,Australia-ASSA,02:45:00,03:00:00,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210507-030000.npy,20210507,Australia-ASSA,03:00:00,03:15:00,200,0.25,15.0,86.93800354003906,3600,1,False,,
win-Australia-ASSA-20210507-031500.npy,20210507,Australia-ASSA,03:15:00,03:30:00,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210507-033000.npy,20210507,Australia-ASSA,03:30:00,03:45:00,200,0.25,15.0,86.93800354003906,3600,0,True,offclass_event_in_negative_window,U
win-Australia-ASSA-20210508-004459.npy,20210508,Australia-ASSA,00:44:59,00:59:59,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210508-005959.npy,20210508,Australia-ASSA,00:59:59,01:14:59,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210508-011459.npy,20210508,Australia-ASSA,01:14:59,01:29:59,200,0.25,15.0,86.93800354003906,3600,1,False,,
win-Australia-ASSA-20210508-012959.npy,20210508,Australia-ASSA,01:29:59,01:44:59,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210508-014459.npy,20210508,Australia-ASSA,01:44:59,01:59:59,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210508-015959.npy,20210508,Australia-ASSA,01:59:59,02:14:59,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210508-021458.npy,20210508,Australia-ASSA,02:14:58,02:29:58,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210508-022958.npy,20210508,Australia-ASSA,02:29:58,02:44:57,200,0.25,15.0,86.93800354003906,3598,1,False,,
win-Australia-ASSA-20210508-024500.npy,20210508,Australia-ASSA,02:45:00,03:00:00,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210508-030000.npy,20210508,Australia-ASSA,03:00:00,03:15:00,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210510-051500.npy,20210510,Australia-ASSA,05:15:00,05:30:00,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210510-052959.npy,20210510,Australia-ASSA,05:29:59,05:44:59,200,0.25,15.0,86.93800354003906,3600,0,False,,
win-Australia-ASSA-20210510-054459.npy,20210510,Australia-ASSA,05:44:59,05:59:59,200,0.25,15.0,86.93800354003906,3600,1,False,,
win-Australia-ASSA-20210510-055959.npy,20210510,Australia-ASSA,05:59:59,06:14:59,200,0.25,15.0,86.93800354003906,3600,0,False,,
